Toss,HH,HT,TH,TT,P(HH),P(HT),P(TH),P(TT)
2633, 664, 662, 648, 659, 0.252184, 0.251424, 0.246107, 0.250285
2634, 665, 662, 648, 659, 0.252468, 0.251329, 0.246014, 0.25019
2635, 665, 662, 648, 660, 0.252372, 0.251233, 0.24592, 0.250474
2636, 665, 663, 648, 660, 0.252276, 0.251517, 0.245827, 0.250379
2637, 665, 664, 648, 660, 0.252181, 0.251801, 0.245734, 0.250284
2638, 665, 665, 648, 660, 0.252085, 0.252085, 0.245641, 0.25019
2639, 665, 666, 648, 660, 0.251989, 0.252368, 0.245548, 0.250095
2640, 665, 666, 649, 660, 0.251894, 0.252273, 0.245833, 0.25
2641, 665, 666, 649, 661, 0.251799, 0.252177, 0.24574, 0.250284
2642, 666, 666, 649, 661, 0.252082, 0.252082, 0.245647, 0.250189
2643, 666, 666, 650, 661, 0.251986, 0.251986, 0.245933, 0.250095
2644, 666, 667, 650, 661, 0.251891, 0.252269, 0.24584, 0.25
2645, 666, 668, 650, 661, 0.251796, 0.252552, 0.245747, 0.249905
2646, 666, 668, 650, 662, 0.251701, 0.252457, 0.245654, 0.250189
2647, 666, 668, 650, 663, 0.251606, 0.252361, 0.245561, 0.250472
2648, 667, 668, 650, 663, 0.251888, 0.252266, 0.245468, 0.250378
2649, 668, 668, 650, 663, 0.252171, 0.252171, 0.245376, 0.250283
2650, 668, 668, 650, 664, 0.252075, 0.252075, 0.245283, 0.250566
2651, 668, 668, 650, 665, 0.25198, 0.25198, 0.24519, 0.250849
2652, 668, 668, 650, 666, 0.251885, 0.251885, 0.245098, 0.251131
2653, 668, 668, 650, 667, 0.25179, 0.25179, 0.245006, 0.251413
2654, 668, 668, 651, 667, 0.251696, 0.251696, 0.24529, 0.251319
2655, 669, 668, 651, 667, 0.251977, 0.251601, 0.245198, 0.251224
2656, 670, 668, 651, 667, 0.252259, 0.251506, 0.245105, 0.25113
2657, 670, 669, 651, 667, 0.252164, 0.251788, 0.245013, 0.251035
2658, 670, 669, 651, 668, 0.252069, 0.251693, 0.244921, 0.251317
2659, 670, 669, 651, 669, 0.251974, 0.251598, 0.244829, 0.251598
2660, 670, 670, 651, 669, 0.25188, 0.25188, 0.244737, 0.251504
2661, 671, 670, 651, 669, 0.252161, 0.251785, 0.244645, 0.251409
2662, 672, 670, 651, 669, 0.252442, 0.25169, 0.244553, 0.251315
2663, 673, 670, 651, 669, 0.252722, 0.251596, 0.244461, 0.25122
2664, 673, 671, 651, 669, 0.252628, 0.251877, 0.244369, 0.251126
2665, 673, 671, 652, 669, 0.252533, 0.251782, 0.244653, 0.251032
2666, 674, 671, 652, 669, 0.252813, 0.251688, 0.244561, 0.250938
2667, 674, 671, 652, 670, 0.252718, 0.251594, 0.244469, 0.251219
2668, 674, 672, 652, 670, 0.252624, 0.251874, 0.244378, 0.251124
2669, 674, 672, 653, 670, 0.252529, 0.25178, 0.244661, 0.25103
2670, 674, 672, 653, 671, 0.252434, 0.251685, 0.244569, 0.251311
2671, 674, 672, 654, 671, 0.25234, 0.251591, 0.244852, 0.251217
2672, 674, 672, 654, 672, 0.252246, 0.251497, 0.24476, 0.251497
2673, 675, 672, 654, 672, 0.252525, 0.251403, 0.244669, 0.251403
2674, 675, 672, 655, 672, 0.252431, 0.251309, 0.244951, 0.251309
2675, 675, 672, 655, 673, 0.252336, 0.251215, 0.24486, 0.251589
2676, 675, 672, 655, 674, 0.252242, 0.251121, 0.244768, 0.251868
2677, 675, 672, 656, 674, 0.252148, 0.251027, 0.24505, 0.251774
2678, 675, 672, 657, 674, 0.252054, 0.250934, 0.245332, 0.25168
2679, 675, 672, 657, 675, 0.25196, 0.25084, 0.245241, 0.25196
2680, 675, 673, 657, 675, 0.251866, 0.251119, 0.245149, 0.251866
2681, 675, 673, 657, 676, 0.251772, 0.251026, 0.245058, 0.252145
2682, 675, 674, 657, 676, 0.251678, 0.251305, 0.244966, 0.252051
2683, 675, 675, 657, 676, 0.251584, 0.251584, 0.244875, 0.251957
2684, 675, 676, 657, 676, 0.25149, 0.251863, 0.244784, 0.251863
2685, 676, 676, 657, 676, 0.251769, 0.251769, 0.244693, 0.251769
2686, 676, 677, 657, 676, 0.251675, 0.252048, 0.244602, 0.251675
2687, 676, 677, 657, 677, 0.251582, 0.251954, 0.244511, 0.251954
2688, 676, 677, 657, 678, 0.251488, 0.25186, 0.24442, 0.252232
2689, 676, 678, 657, 678, 0.251395, 0.252138, 0.244329, 0.252138
2690, 676, 679, 657, 678, 0.251301, 0.252416, 0.244238, 0.252045
2691, 676, 680, 657, 678, 0.251208, 0.252694, 0.244147, 0.251951
2692, 677, 680, 657, 678, 0.251486, 0.2526, 0.244056, 0.251857
2693, 677, 680, 657, 679, 0.251392, 0.252506, 0.243966, 0.252135
2694, 677, 680, 657, 680, 0.251299, 0.252413, 0.243875, 0.252413
2695, 677, 680, 657, 681, 0.251206, 0.252319, 0.243785, 0.25269
2696, 677, 680, 658, 681, 0.251113, 0.252226, 0.244065, 0.252596
2697, 677, 681, 658, 681, 0.25102, 0.252503, 0.243975, 0.252503
2698, 677, 681, 659, 681, 0.250927, 0.252409, 0.244255, 0.252409
2699, 677, 682, 659, 681, 0.250834, 0.252686, 0.244165, 0.252316
2700, 677, 682, 660, 681, 0.250741, 0.252593, 0.244444, 0.252222
2701, 677, 683, 660, 681, 0.250648, 0.252869, 0.244354, 0.252129
2702, 678, 683, 660, 681, 0.250925, 0.252776, 0.244264, 0.252036
2703, 678, 683, 660, 682, 0.250832, 0.252682, 0.244173, 0.252312
2704, 679, 683, 660, 682, 0.251109, 0.252589, 0.244083, 0.252219
2705, 679, 684, 660, 682, 0.251017, 0.252865, 0.243993, 0.252126
2706, 679, 684, 661, 682, 0.250924, 0.252772, 0.244272, 0.252033
2707, 679, 684, 662, 682, 0.250831, 0.252678, 0.244551, 0.251939
2708, 680, 684, 662, 682, 0.251108, 0.252585, 0.244461, 0.251846
2709, 680, 684, 663, 682, 0.251015, 0.252492, 0.24474, 0.251753
2710, 680, 685, 663, 682, 0.250923, 0.252768, 0.244649, 0.251661
2711, 680, 686, 663, 682, 0.25083, 0.253043, 0.244559, 0.251568
2712, 680, 686, 663, 683, 0.250737, 0.25295, 0.244469, 0.251844
2713, 680, 687, 663, 683, 0.250645, 0.253225, 0.244379, 0.251751
2714, 681, 687, 663, 683, 0.250921, 0.253132, 0.244289, 0.251658
2715, 681, 687, 664, 683, 0.250829, 0.253039, 0.244567, 0.251565
2716, 681, 687, 664, 684, 0.250736, 0.252946, 0.244477, 0.251841
2717, 681, 687, 664, 685, 0.250644, 0.252852, 0.244387, 0.252116
2718, 681, 687, 664, 686, 0.250552, 0.252759, 0.244297, 0.252391
2719, 681, 687, 664, 687, 0.25046, 0.252666, 0.244207, 0.252666
2720, 682, 687, 664, 687, 0.250735, 0.252574, 0.244118, 0.252574
2721, 682, 687, 664, 688, 0.250643, 0.252481, 0.244028, 0.252848
2722, 682, 687, 665, 688, 0.250551, 0.252388, 0.244306, 0.252755
2723, 682, 688, 665, 688, 0.250459, 0.252663, 0.244216, 0.252663
2724, 683, 688, 665, 688, 0.250734, 0.25257, 0.244126, 0.25257
2725, 683, 689, 665, 688, 0.250642, 0.252844, 0.244037, 0.252477
2726, 684, 689, 665, 688, 0.250917, 0.252751, 0.243947, 0.252384
2727, 684, 690, 665, 688, 0.250825, 0.253025, 0.243858, 0.252292
2728, 685, 690, 665, 688, 0.2511, 0.252933, 0.243768, 0.252199
2729, 685, 690, 665, 689, 0.251008, 0.25284, 0.243679, 0.252473
2730, 685, 690, 666, 689, 0.250916, 0.252747, 0.243956, 0.252381
2731, 685, 690, 667, 689, 0.250824, 0.252655, 0.244233, 0.252289
2732, 685, 691, 667, 689, 0.250732, 0.252928, 0.244143, 0.252196
2733, 685, 692, 667, 689, 0.25064, 0.253202, 0.244054, 0.252104
2734, 685, 693, 667, 689, 0.250549, 0.253475, 0.243965, 0.252012
2735, 685, 693, 668, 689, 0.250457, 0.253382, 0.244241, 0.25192
2736, 685, 693, 668, 690, 0.250365, 0.253289, 0.244152, 0.252193
2737, 686, 693, 668, 690, 0.250639, 0.253197, 0.244063, 0.252101
2738, 686, 693, 669, 690, 0.250548, 0.253104, 0.244339, 0.252009
2739, 686, 693, 670, 690, 0.250456, 0.253012, 0.244615, 0.251917
2740, 686, 693, 671, 690, 0.250365, 0.25292, 0.244891, 0.251825
2741, 686, 693, 671, 691, 0.250274, 0.252827, 0.244801, 0.252098
2742, 686, 694, 671, 691, 0.250182, 0.2531, 0.244712, 0.252006
2743, 686, 694, 672, 691, 0.250091, 0.253008, 0.244987, 0.251914
2744, 686, 694, 673, 691, 0.25, 0.252915, 0.245262, 0.251822
2745, 686, 695, 673, 691, 0.249909, 0.253188, 0.245173, 0.25173
2746, 686, 695, 674, 691, 0.249818, 0.253095, 0.245448, 0.251639
2747, 686, 695, 674, 692, 0.249727, 0.253003, 0.245359, 0.251911
2748, 686, 695, 675, 692, 0.249636, 0.252911, 0.245633, 0.25182
2749, 686, 696, 675, 692, 0.249545, 0.253183, 0.245544, 0.251728
2750, 686, 697, 675, 692, 0.249455, 0.253455, 0.245455, 0.251636
2751, 687, 697, 675, 692, 0.249727, 0.253362, 0.245365, 0.251545
2752, 688, 697, 675, 692, 0.25, 0.25327, 0.245276, 0.251453
2753, 688, 697, 675, 693, 0.249909, 0.253178, 0.245187, 0.251725
2754, 689, 697, 675, 693, 0.250182, 0.253086, 0.245098, 0.251634
2755, 689, 698, 675, 693, 0.250091, 0.253358, 0.245009, 0.251543
2756, 689, 698, 676, 693, 0.25, 0.253266, 0.245283, 0.251451
2757, 689, 698, 676, 694, 0.249909, 0.253174, 0.245194, 0.251723
2758, 689, 699, 676, 694, 0.249819, 0.253445, 0.245105, 0.251632
2759, 689, 699, 676, 695, 0.249728, 0.253353, 0.245016, 0.251903
2760, 689, 699, 676, 696, 0.249638, 0.253261, 0.244928, 0.252174
2761, 689, 699, 676, 697, 0.249547, 0.253169, 0.244839, 0.252445
2762, 689, 699, 677, 697, 0.249457, 0.253077, 0.245112, 0.252353
2763, 689, 700, 677, 697, 0.249367, 0.253348, 0.245024, 0.252262
2764, 690, 700, 677, 697, 0.249638, 0.253256, 0.244935, 0.252171
2765, 690, 701, 677, 697, 0.249548, 0.253526, 0.244846, 0.25208
2766, 690, 701, 677, 698, 0.249458, 0.253435, 0.244758, 0.25235
2767, 690, 701, 678, 698, 0.249368, 0.253343, 0.245031, 0.252259
2768, 690, 701, 679, 698, 0.249277, 0.253251, 0.245303, 0.252168
2769, 690, 702, 679, 698, 0.249187, 0.253521, 0.245215, 0.252077
2770, 690, 702, 679, 699, 0.249097, 0.25343, 0.245126, 0.252347
2771, 690, 702, 679, 700, 0.249008, 0.253338, 0.245038, 0.252616
2772, 691, 702, 679, 700, 0.249278, 0.253247, 0.244949, 0.252525
2773, 691, 703, 679, 700, 0.249189, 0.253516, 0.244861, 0.252434
2774, 691, 703, 680, 700, 0.249099, 0.253425, 0.245133, 0.252343
2775, 691, 703, 681, 700, 0.249009, 0.253333, 0.245405, 0.252252
2776, 692, 703, 681, 700, 0.24928, 0.253242, 0.245317, 0.252161
2777, 693, 703, 681, 700, 0.24955, 0.253151, 0.245229, 0.252071
2778, 694, 703, 681, 700, 0.24982, 0.25306, 0.24514, 0.25198
2779, 694, 703, 682, 700, 0.24973, 0.252969, 0.245412, 0.251889
2780, 694, 703, 682, 701, 0.24964, 0.252878, 0.245324, 0.252158
2781, 694, 703, 682, 702, 0.249551, 0.252787, 0.245236, 0.252427
2782, 694, 703, 683, 702, 0.249461, 0.252696, 0.245507, 0.252336
2783, 694, 703, 683, 703, 0.249371, 0.252605, 0.245419, 0.252605
2784, 694, 703, 684, 703, 0.249282, 0.252514, 0.24569, 0.252514
2785, 694, 704, 684, 703, 0.249192, 0.252783, 0.245601, 0.252424
2786, 694, 704, 684, 704, 0.249103, 0.252692, 0.245513, 0.252692
2787, 694, 705, 684, 704, 0.249013, 0.25296, 0.245425, 0.252601
2788, 695, 705, 684, 704, 0.249283, 0.252869, 0.245337, 0.252511
2789, 696, 705, 684, 704, 0.249552, 0.252779, 0.245249, 0.25242
2790, 696, 706, 684, 704, 0.249462, 0.253047, 0.245161, 0.25233
2791, 697, 706, 684, 704, 0.249731, 0.252956, 0.245073, 0.252239
2792, 697, 707, 684, 704, 0.249642, 0.253223, 0.244986, 0.252149
2793, 697, 708, 684, 704, 0.249552, 0.253491, 0.244898, 0.252059
2794, 697, 708, 685, 704, 0.249463, 0.2534, 0.245168, 0.251969
2795, 697, 708, 685, 705, 0.249374, 0.253309, 0.245081, 0.252236
2796, 697, 708, 686, 705, 0.249285, 0.253219, 0.245351, 0.252146
2797, 698, 708, 686, 705, 0.249553, 0.253128, 0.245263, 0.252056
2798, 698, 708, 686, 706, 0.249464, 0.253038, 0.245175, 0.252323
2799, 699, 708, 686, 706, 0.249732, 0.252947, 0.245088, 0.252233
2800, 699, 708, 687, 706, 0.249643, 0.252857, 0.245357, 0.252143
2801, 699, 709, 687, 706, 0.249554, 0.253124, 0.24527, 0.252053
2802, 700, 709, 687, 706, 0.249822, 0.253034, 0.245182, 0.251963
2803, 700, 709, 688, 706, 0.249732, 0.252943, 0.245451, 0.251873
2804, 701, 709, 688, 706, 0.25, 0.252853, 0.245364, 0.251783
2805, 701, 710, 688, 706, 0.249911, 0.253119, 0.245276, 0.251693
2806, 701, 711, 688, 706, 0.249822, 0.253386, 0.245189, 0.251604
2807, 701, 711, 689, 706, 0.249733, 0.253295, 0.245458, 0.251514
2808, 701, 711, 690, 706, 0.249644, 0.253205, 0.245726, 0.251425
2809, 701, 711, 691, 706, 0.249555, 0.253115, 0.245995, 0.251335
2810, 702, 711, 691, 706, 0.249822, 0.253025, 0.245907, 0.251246
2811, 702, 711, 691, 707, 0.249733, 0.252935, 0.24582, 0.251512
2812, 702, 712, 691, 707, 0.249644, 0.253201, 0.245733, 0.251422
2813, 702, 712, 691, 708, 0.249556, 0.253111, 0.245645, 0.251689
2814, 702, 713, 691, 708, 0.249467, 0.253376, 0.245558, 0.251599
2815, 703, 713, 691, 708, 0.249734, 0.253286, 0.245471, 0.25151
2816, 703, 714, 691, 708, 0.249645, 0.253551, 0.245384, 0.25142
2817, 704, 714, 691, 708, 0.249911, 0.253461, 0.245296, 0.251331
2818, 705, 714, 691, 708, 0.250177, 0.253371, 0.245209, 0.251242
2819, 705, 714, 692, 708, 0.250089, 0.253281, 0.245477, 0.251153
2820, 705, 714, 692, 709, 0.25, 0.253191, 0.24539, 0.251418
2821, 706, 714, 692, 709, 0.250266, 0.253102, 0.245303, 0.251329
2822, 706, 714, 692, 710, 0.250177, 0.253012, 0.245216, 0.251595
2823, 706, 714, 692, 711, 0.250089, 0.252922, 0.245129, 0.25186
2824, 706, 714, 692, 712, 0.25, 0.252833, 0.245042, 0.252125
2825, 706, 714, 693, 712, 0.249912, 0.252743, 0.24531, 0.252035
2826, 706, 714, 693, 713, 0.249823, 0.252654, 0.245223, 0.2523
2827, 706, 715, 693, 713, 0.249735, 0.252918, 0.245136, 0.252211
2828, 706, 715, 693, 714, 0.249646, 0.252829, 0.24505, 0.252475
2829, 707, 715, 693, 714, 0.249912, 0.252739, 0.244963, 0.252386
2830, 707, 715, 694, 714, 0.249823, 0.25265, 0.24523, 0.252297
2831, 708, 715, 694, 714, 0.250088, 0.252561, 0.245143, 0.252208
2832, 708, 716, 694, 714, 0.25, 0.252825, 0.245056, 0.252119
2833, 708, 716, 694, 715, 0.249912, 0.252736, 0.24497, 0.252383
2834, 708, 716, 694, 716, 0.249824, 0.252646, 0.244884, 0.252646
2835, 708, 716, 695, 716, 0.249735, 0.252557, 0.24515, 0.252557
2836, 708, 716, 695, 717, 0.249647, 0.252468, 0.245063, 0.252821
2837, 708, 716, 695, 718, 0.249559, 0.252379, 0.244977, 0.253084
2838, 708, 716, 696, 718, 0.249471, 0.25229, 0.245243, 0.252995
2839, 708, 716, 696, 719, 0.249384, 0.252201, 0.245157, 0.253258
2840, 708, 716, 696, 720, 0.249296, 0.252113, 0.24507, 0.253521
2841, 708, 716, 697, 720, 0.249208, 0.252024, 0.245336, 0.253432
2842, 708, 716, 697, 721, 0.24912, 0.251935, 0.24525, 0.253695
2843, 708, 716, 697, 722, 0.249033, 0.251847, 0.245164, 0.253957
2844, 708, 717, 697, 722, 0.248945, 0.25211, 0.245077, 0.253868
2845, 708, 717, 698, 722, 0.248858, 0.252021, 0.245343, 0.253779
2846, 708, 717, 699, 722, 0.24877, 0.251933, 0.245608, 0.253689
2847, 708, 717, 699, 723, 0.248683, 0.251844, 0.245522, 0.253952
2848, 709, 717, 699, 723, 0.248947, 0.251756, 0.245435, 0.253862
2849, 709, 717, 700, 723, 0.248859, 0.251667, 0.2457, 0.253773
2850, 709, 717, 700, 724, 0.248772, 0.251579, 0.245614, 0.254035
2851, 709, 717, 701, 724, 0.248685, 0.251491, 0.245879, 0.253946
2852, 709, 717, 701, 725, 0.248597, 0.251403, 0.245792, 0.254208
2853, 709, 717, 701, 726, 0.24851, 0.251314, 0.245706, 0.254469
2854, 709, 718, 701, 726, 0.248423, 0.251577, 0.24562, 0.25438
2855, 709, 718, 701, 727, 0.248336, 0.251489, 0.245534, 0.254641
2856, 710, 718, 701, 727, 0.248599, 0.251401, 0.245448, 0.254552
2857, 710, 718, 701, 728, 0.248512, 0.251313, 0.245362, 0.254813
2858, 710, 718, 701, 729, 0.248425, 0.251225, 0.245276, 0.255073
2859, 711, 718, 701, 729, 0.248688, 0.251137, 0.245191, 0.254984
2860, 711, 718, 702, 729, 0.248601, 0.251049, 0.245455, 0.254895
2861, 712, 718, 702, 729, 0.248864, 0.250961, 0.245369, 0.254806
2862, 713, 718, 702, 729, 0.249126, 0.250874, 0.245283, 0.254717
2863, 713, 718, 702, 730, 0.249039, 0.250786, 0.245197, 0.254977
2864, 713, 719, 702, 730, 0.248953, 0.251047, 0.245112, 0.254888
2865, 713, 719, 702, 731, 0.248866, 0.25096, 0.245026, 0.255148
2866, 713, 719, 703, 731, 0.248779, 0.250872, 0.24529, 0.255059
2867, 713, 719, 703, 732, 0.248692, 0.250785, 0.245204, 0.255319
2868, 713, 719, 704, 732, 0.248605, 0.250697, 0.245467, 0.25523
2869, 713, 719, 705, 732, 0.248519, 0.25061, 0.24573, 0.255141
2870, 713, 719, 706, 732, 0.248432, 0.250523, 0.245993, 0.255052
2871, 714, 719, 706, 732, 0.248694, 0.250435, 0.245907, 0.254963
2872, 714, 719, 707, 732, 0.248607, 0.250348, 0.24617, 0.254875
2873, 714, 720, 707, 732, 0.248521, 0.250609, 0.246084, 0.254786
2874, 714, 720, 707, 733, 0.248434, 0.250522, 0.245999, 0.255045
2875, 714, 720, 707, 734, 0.248348, 0.250435, 0.245913, 0.255304
2876, 714, 720, 707, 735, 0.248261, 0.250348, 0.245828, 0.255563
2877, 714, 720, 707, 736, 0.248175, 0.250261, 0.245742, 0.255822
2878, 715, 720, 707, 736, 0.248436, 0.250174, 0.245657, 0.255733
2879, 715, 721, 707, 736, 0.24835, 0.250434, 0.245571, 0.255644
2880, 715, 722, 707, 736, 0.248264, 0.250694, 0.245486, 0.255556
2881, 715, 722, 707, 737, 0.248178, 0.250607, 0.245401, 0.255814
2882, 715, 722, 707, 738, 0.248092, 0.25052, 0.245316, 0.256072
2883, 715, 722, 708, 738, 0.248006, 0.250434, 0.245578, 0.255983
2884, 715, 722, 708, 739, 0.24792, 0.250347, 0.245492, 0.256241
2885, 715, 722, 708, 740, 0.247834, 0.25026, 0.245407, 0.256499
2886, 716, 722, 708, 740, 0.248094, 0.250173, 0.245322, 0.25641
2887, 716, 722, 708, 741, 0.248008, 0.250087, 0.245237, 0.256668
2888, 717, 722, 708, 741, 0.248269, 0.25, 0.245152, 0.256579
2889, 718, 722, 708, 741, 0.248529, 0.249913, 0.245067, 0.25649
2890, 718, 722, 709, 741, 0.248443, 0.249827, 0.245329, 0.256401
2891, 719, 722, 709, 741, 0.248703, 0.249741, 0.245244, 0.256313
2892, 719, 722, 709, 742, 0.248617, 0.249654, 0.245159, 0.25657
2893, 719, 722, 710, 742, 0.248531, 0.249568, 0.24542, 0.256481
2894, 719, 723, 710, 742, 0.248445, 0.249827, 0.245335, 0.256393
2895, 719, 723, 710, 743, 0.248359, 0.249741, 0.24525, 0.256649
2896, 719, 723, 711, 743, 0.248273, 0.249655, 0.245511, 0.256561
2897, 719, 723, 711, 744, 0.248188, 0.249569, 0.245426, 0.256817
2898, 719, 723, 712, 744, 0.248102, 0.249482, 0.245687, 0.256729
2899, 719, 724, 712, 744, 0.248017, 0.249741, 0.245602, 0.25664
2900, 719, 724, 712, 745, 0.247931, 0.249655, 0.245517, 0.256897
2901, 719, 725, 712, 745, 0.247846, 0.249914, 0.245433, 0.256808
2902, 719, 725, 712, 746, 0.24776, 0.249828, 0.245348, 0.257064
2903, 720, 725, 712, 746, 0.248019, 0.249742, 0.245264, 0.256976
2904, 721, 725, 712, 746, 0.248278, 0.249656, 0.245179, 0.256887
2905, 721, 725, 713, 746, 0.248193, 0.24957, 0.245439, 0.256799
2906, 721, 725, 713, 747, 0.248107, 0.249484, 0.245354, 0.257054
2907, 721, 725, 713, 748, 0.248022, 0.249398, 0.24527, 0.25731
2908, 722, 725, 713, 748, 0.248281, 0.249312, 0.245186, 0.257221
2909, 722, 725, 714, 748, 0.248195, 0.249227, 0.245445, 0.257133
2910, 722, 725, 715, 748, 0.24811, 0.249141, 0.245704, 0.257045
2911, 722, 725, 715, 749, 0.248025, 0.249055, 0.24562, 0.2573
2912, 722, 725, 715, 750, 0.24794, 0.24897, 0.245536, 0.257555
2913, 723, 725, 715, 750, 0.248198, 0.248884, 0.245451, 0.257467
2914, 724, 725, 715, 750, 0.248456, 0.248799, 0.245367, 0.257378
2915, 724, 725, 716, 750, 0.24837, 0.248714, 0.245626, 0.25729
2916, 724, 725, 716, 751, 0.248285, 0.248628, 0.245542, 0.257545
2917, 724, 726, 716, 751, 0.2482, 0.248886, 0.245458, 0.257456
2918, 724, 727, 716, 751, 0.248115, 0.249143, 0.245374, 0.257368
2919, 724, 728, 716, 751, 0.24803, 0.2494, 0.245289, 0.25728
2920, 725, 728, 716, 751, 0.248288, 0.249315, 0.245205, 0.257192
2921, 725, 728, 716, 752, 0.248203, 0.24923, 0.245122, 0.257446
2922, 726, 728, 716, 752, 0.24846, 0.249144, 0.245038, 0.257358
2923, 727, 728, 716, 752, 0.248717, 0.249059, 0.244954, 0.25727
2924, 727, 729, 716, 752, 0.248632, 0.249316, 0.24487, 0.257182
2925, 728, 729, 716, 752, 0.248889, 0.249231, 0.244786, 0.257094
2926, 728, 730, 716, 752, 0.248804, 0.249487, 0.244703, 0.257006
2927, 728, 731, 716, 752, 0.248719, 0.249744, 0.244619, 0.256918
2928, 728, 731, 716, 753, 0.248634, 0.249658, 0.244536, 0.257172
2929, 728, 732, 716, 753, 0.248549, 0.249915, 0.244452, 0.257084
2930, 728, 733, 716, 753, 0.248464, 0.250171, 0.244369, 0.256997
2931, 728, 734, 716, 753, 0.248379, 0.250426, 0.244285, 0.256909
2932, 729, 734, 716, 753, 0.248636, 0.250341, 0.244202, 0.256821
2933, 729, 734, 716, 754, 0.248551, 0.250256, 0.244119, 0.257075
2934, 729, 735, 716, 754, 0.248466, 0.250511, 0.244035, 0.256987
2935, 729, 735, 716, 755, 0.248382, 0.250426, 0.243952, 0.25724
2936, 729, 736, 716, 755, 0.248297, 0.250681, 0.243869, 0.257153
2937, 729, 736, 716, 756, 0.248212, 0.250596, 0.243786, 0.257406
2938, 729, 737, 716, 756, 0.248128, 0.250851, 0.243703, 0.257318
2939, 729, 738, 716, 756, 0.248044, 0.251106, 0.24362, 0.25723
2940, 730, 738, 716, 756, 0.248299, 0.25102, 0.243537, 0.257143
2941, 730, 738, 717, 756, 0.248215, 0.250935, 0.243795, 0.257055
2942, 730, 738, 717, 757, 0.248131, 0.25085, 0.243712, 0.257308
2943, 730, 739, 717, 757, 0.248046, 0.251104, 0.243629, 0.257221
2944, 730, 739, 718, 757, 0.247962, 0.251019, 0.243886, 0.257133
2945, 731, 739, 718, 757, 0.248217, 0.250934, 0.243803, 0.257046
2946, 731, 740, 718, 757, 0.248133, 0.251188, 0.24372, 0.256959
2947, 732, 740, 718, 757, 0.248388, 0.251103, 0.243638, 0.256871
2948, 733, 740, 718, 757, 0.248643, 0.251018, 0.243555, 0.256784
2949, 734, 740, 718, 757, 0.248898, 0.250933, 0.243472, 0.256697
2950, 734, 740, 718, 758, 0.248814, 0.250847, 0.24339, 0.256949
2951, 734, 740, 719, 758, 0.248729, 0.250762, 0.243646, 0.256862
2952, 734, 740, 720, 758, 0.248645, 0.250678, 0.243902, 0.256775
2953, 735, 740, 720, 758, 0.248899, 0.250593, 0.24382, 0.256688
2954, 736, 740, 720, 758, 0.249154, 0.250508, 0.243737, 0.256601
2955, 736, 741, 720, 758, 0.249069, 0.250761, 0.243655, 0.256514
2956, 736, 742, 720, 758, 0.248985, 0.251015, 0.243572, 0.256428
2957, 736, 742, 720, 759, 0.248901, 0.25093, 0.24349, 0.256679
2958, 736, 742, 721, 759, 0.248817, 0.250845, 0.243746, 0.256592
2959, 736, 742, 721, 760, 0.248733, 0.25076, 0.243663, 0.256844
2960, 737, 742, 721, 760, 0.248986, 0.250676, 0.243581, 0.256757
2961, 737, 742, 722, 760, 0.248902, 0.250591, 0.243837, 0.25667
2962, 737, 742, 722, 761, 0.248818, 0.250506, 0.243754, 0.256921
2963, 737, 743, 722, 761, 0.248734, 0.250759, 0.243672, 0.256834
2964, 737, 743, 723, 761, 0.24865, 0.250675, 0.243927, 0.256748
2965, 737, 744, 723, 761, 0.248567, 0.250927, 0.243845, 0.256661
2966, 737, 745, 723, 761, 0.248483, 0.25118, 0.243763, 0.256575
2967, 737, 745, 723, 762, 0.248399, 0.251095, 0.24368, 0.256825
2968, 737, 746, 723, 762, 0.248315, 0.251348, 0.243598, 0.256739
2969, 737, 747, 723, 762, 0.248232, 0.2516, 0.243516, 0.256652
2970, 737, 747, 723, 763, 0.248148, 0.251515, 0.243434, 0.256902
2971, 737, 748, 723, 763, 0.248065, 0.251767, 0.243352, 0.256816
2972, 738, 748, 723, 763, 0.248318, 0.251682, 0.243271, 0.256729
2973, 738, 748, 723, 764, 0.248234, 0.251598, 0.243189, 0.256979
2974, 738, 748, 723, 765, 0.248151, 0.251513, 0.243107, 0.257229
2975, 738, 748, 723, 766, 0.248067, 0.251429, 0.243025, 0.257479
2976, 738, 748, 723, 767, 0.247984, 0.251344, 0.242944, 0.257728
2977, 738, 748, 724, 767, 0.247901, 0.25126, 0.243198, 0.257642
2978, 738, 748, 724, 768, 0.247817, 0.251175, 0.243116, 0.257891
2979, 738, 749, 724, 768, 0.247734, 0.251427, 0.243035, 0.257805
2980, 739, 749, 724, 768, 0.247987, 0.251342, 0.242953, 0.257718
2981, 739, 749, 724, 769, 0.247903, 0.251258, 0.242872, 0.257967
2982, 739, 749, 724, 770, 0.24782, 0.251174, 0.24279, 0.258216
2983, 740, 749, 724, 770, 0.248072, 0.25109, 0.242709, 0.258129
2984, 740, 750, 724, 770, 0.247989, 0.25134, 0.242627, 0.258043
2985, 740, 750, 724, 771, 0.247906, 0.251256, 0.242546, 0.258291
2986, 741, 750, 724, 771, 0.248158, 0.251172, 0.242465, 0.258205
2987, 741, 750, 725, 771, 0.248075, 0.251088, 0.242718, 0.258119
2988, 741, 751, 725, 771, 0.247992, 0.251339, 0.242637, 0.258032
2989, 742, 751, 725, 771, 0.248244, 0.251255, 0.242556, 0.257946
2990, 743, 751, 725, 771, 0.248495, 0.251171, 0.242475, 0.25786
